sequencing_batch_id	species_code	era	site_id	match_id	collection_year_start	sequencing_type	#_of_individuals	seq_run_number	seq_complete?	hpc_name	hpc_path	read_length	project_owner	data_uploaded_by	geome_expedition_name	geome_expedition_guid	ncbi_bioproject_accession_number	ncbi_biosample_accession_number	ncbi_project_title	ncbi_data_public?	sequencing_notes	bioinformatics_notes
Tbi-CJos_031	Tbi	C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PRJNA1052058	SAMN39830505	NA	No	denovo genome assembly	NA
Tcr_CJol_2021_SSL_1	Tcr	C	Jol	Jolo	2021	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/tylosurus_crocodilus	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tzo_AMvi_1908_CSSL_1	Tzo	A	Mvi	Masi	1908	CSSL	48	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora	PE_150	Brendan_Reid	Gianna_Mazzei	Tzo_1908_MatalvisIsland_Zambales_cssl	https://n2t.net/ark:/21547/Fwk2	PRJNA1199564	NA	Taeniamia_zosterophora_1908_MatalvisIsland_Zambales_CaptureSeq	No	raw_data_in_/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/fq_raw_cssl	NA
Tzo_CMvi_2019_CSSL_1	Tzo	C	Mvi	Masi	2019	CSSL	55	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora	PE_150	Brendan_Reid	Gianna_Mazzei	Tzo_2019_MatalvisIsland_Zambales_cssl	https://n2t.net/ark:/21547/Fwe2	PRJNA1199563	NA	Taeniamia_zosterophora_2019_MatalvisIsland_Zambales_CaptureSeq	No	raw_data_in_/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/fq_raw_cssl	NA
Tzo_ABol_1908_LCWGS_1	Tzo	A	Bol	Mala	1908	LCWGS	65	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/taeniamia_zosterophora/1st_sequencing_run	PE_150	Kyra_Fitz	Kyra_Fitz	Tzo_1908_Malampaya_Palawan_lcwgs	https://n2t.net/ark:/21547/FtD2	PRJNA1185294	NA	Taeniamia_zosterophora_1908_Malampaya_Palawan_lcwgs	Yes	NA	NA
Tzo_ABol_1908_LCWGS_2	Tzo	A	Bol	Mala	1908	LCWGS	65	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run	PE_150	Kyra_Fitz	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tzo_AMta_1908_LCWGS_1	Tzo	A	Mta	Boho	1908	LCWGS	34	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/taeniamia_zosterophora/1st_sequencing_run	PE_150	Kyra_Fitz	Kyra_Fitz	Tzo_1908_Mantatao_Bohol_lcwgs	https://n2t.net/ark:/21547/FtY2	PRJNA1185271	NA	Taeniamia_zosterophora_1908_Mantatao_Bohol_lcwgs	Yes	NA	NA
Tzo_AMta_1908_LCWGS_2	Tzo	A	Mta	Boho	1908	LCWGS	34	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run	PE_150	Kyra_Fitz	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tzo_AMvi_1908_LCWGS_1	Tzo	A	Mvi	Masi	1908	LCWGS	48	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/taeniamia_zosterophora/1st_sequencing_run	PE_150	Kyra_Fitz	Kyra_Fitz	Tzo_1908_MatalvisIsland_Zambales_lcwgs	https://n2t.net/ark:/21547/Ftk2	PRJNA1185224	NA	Taeniamia_zosterophora_1908_MatalvisIsland_Zambales_lcwgs	Yes	NA	NA
Tzo_AMvi_1908_LCWGS_2	Tzo	A	Mvi	Masi	1908	LCWGS	48	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run	PE_150	Kyra_Fitz	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tzo_CMal_2022_LCWGS_1	Tzo	C	Mal	Mala	2022	LCWGS	64	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/taeniamia_zosterophora/1st_sequencing_run	PE_150	Kyra_Fitz	Kyra_Fitz	Tzo_2022_Malampaya_Palawan_lcwgs	https://n2t.net/ark:/21547/FtS2	PRJNA1185280	NA	Taeniamia_zosterophora_2022_Malampaya_Palawan_lcwgs	Yes	NA	NA
Tzo_CMal_2021_LCWGS_2	Tzo	C	Mal	Mala	2021	LCWGS	64	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run	PE_150	Kyra_Fitz	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tzo_CMta_2021_LCWGS_1	Tzo	C	Mta	Boho	2021	LCWGS	64	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/taeniamia_zosterophora/1st_sequencing_run	PE_150	Kyra_Fitz	Kyra_Fitz	Tzo_2021_Mantatao_Bohol_lcwgs	https://n2t.net/ark:/21547/Fte2	PRJNA1185264	NA	Taeniamia_zosterophora_2021_Mantatao_Bohol_lcwgs	Yes	NA	NA
Tzo_CMta_2019_LCWGS_2	Tzo	C	Mta	Boho	2019	LCWGS	64	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run	PE_150	Kyra_Fitz	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tzo_CMvi_2019_LCWGS_1	Tzo	C	Mvi	Masi	2019	LCWGS	64	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/taeniamia_zosterophora/1st_sequencing_run	PE_150	Kyra_Fitz	Kyra_Fitz	Tzo_2019_MatalvisIsland_Zambales_lcwgs	https://n2t.net/ark:/21547/Ftq2	PRJNA1185258	NA	Taeniamia_zosterophora_2019_MatalvisIsland_Zambales_lcwgs	Yes	NA	NA
Tzo_CMvi_2022_LCWGS_2	Tzo	C	Mvi	Masi	2022	LCWGS	64	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run	PE_150	Kyra_Fitz	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tzo_CMvi_2019_SSL_1	Tzo	C	Mvi	Masi	2019	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/taeniamia_zosterophora	PE_150	Kyra_Fitz	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zdi_ADup_1908_LCWGS_1	Zdi	A	Dup	Dupo	1908	LCWGS	47	1	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_zenarchopterus_dispar_lcwgs/1st_sequencing_run	PE_150	Ty_Burris	Gianna_Mazzei	Zdi_1908_Isabel_Leyte_lcwgs	https://n2t.net/ark:/21547/Fpq2	PRJNA1171961	NA	Zenarchopterus_dispar_1908_Isabel_Leyte_lcwgs	No	NA	cryptic_species?
Zdi_ADup_1908_LCWGS_2	Zdi	A	Dup	Dupo	1908	LCWGS	47	2	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_zenarchopterus_dispar_lcwgs/2nd_sequencing_run	PE_150	Ty_Burris	Gianna_Mazzei	Zdi_1908_Isabel_Leyte_lcwgs	https://n2t.net/ark:/21547/Fpq2	PRJNA1171961	NA	Zenarchopterus_dispar_1908_Isabel_Leyte_lcwgs	No	NA	cryptic_species?
Zdi_CDup_2022_LCWGS_1	Zdi	C	Dup	Dupo	2022	LCWGS	64	1	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_zenarchopterus_dispar_lcwgs/1st_sequencing_run	PE_150	Ty_Burris	Gianna_Mazzei	Zdi_2022_Isabel_Leyte_lcwgs	https://n2t.net/ark:/21547/Fpw2	PRJNA1171888	NA	Zenarchopterus_dispar_2022_Isabel_Leyte_lcwgs	No	NA	cryptic_species?
Zdi_CDup_2022_LCWGS_2	Zdi	C	Dup	Dupo	2022	LCWGS	49	2	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_zenarchopterus_dispar_lcwgs/2nd_sequencing_run	PE_150	Ty_Burris	Gianna_Mazzei	Zdi_2022_Isabel_Leyte_lcwgs	https://n2t.net/ark:/21547/Fpw2	PRJNA1171888	NA	Zenarchopterus_dispar_2022_Isabel_Leyte_lcwgs	No	NA	cryptic_species?
Sor_ACeb_1908_LCWGS_4	Sor	A	Ceb	Pand	1908	LCWGS	22	4	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphaeramia_orbicularis_lcwgs/4th_sequencing_run	PE_150	John_Whalen	NA	Sor_1908_CebuMarket_Cebu_lcwgs	NA	NA	NA	NA	NA	NA	NA
Pli_AMvi_1908_LCWGS_2	Pli	A	Mvi	Masi	1908	LCWGS	48	1	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_plotosus_lineatus_lcwgs/2nd_sequencing_run	PE_150	Marianne_Dehasque	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pli_CMvi_2019_LCWGS_2	Pli	C	Mvi	Masi	2019	LCWGS	48	1	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_plotosus_lineatus_lcwgs/2nd_sequencing_run	PE_150	Marianne_Dehasque	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pli_AMvi_1908_LCWGS_3	Pli	A	Mvi	Masi	1908	LCWGS	42	1	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_plotosus_lineatus_lcwgs/3rd_sequencing_run	PE_150	Marianne_Dehasque	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pli_CMvi_2019_LCWGS_3	Pli	C	Mvi	Masi	2019	LCWGS	48	1	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_plotosus_lineatus_lcwgs/3rd_sequencing_run	PE_150	Marianne_Dehasque	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pba_ABur_1908_LCWGS_	Pba	A	Bur	Buri	1908	LCWGS	NA	NA	NA	wahab.hpc.odu.edu	NA	NA	NA	Jason Selwyn	Pbr_1909_SanPascual_Masbate_lcwgs	https://n2t.net/ark:/21547/Gfc2	PRJNA1348188	NA	Pomacentrus_brachialis_1909_SanPascual_Masbate_lcwgs	NA	Row not entered until after sequence upload. Missing data as a result	NA
